Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,1983-10-29,23-076,SAS,@,HOU,L (-6),0,13:00,1,3,0.333,0,0,,1,1,1.0,2,1,3,0,0,1,2,3,3,0.5,
2,2,1983-10-30,23-077,SAS,,DAL,W (+22),0,27:00,4,6,0.667,0,0,,0,0,,1,6,7,2,5,2,2,3,8,12.5,
3,3,1983-11-01,23-079,SAS,,POR,L (-2),0,4:00,1,1,1.0,0,0,,0,0,,0,2,2,0,0,0,0,1,2,1.9,
4,4,1983-11-03,23-081,SAS,@,PHO,L (-22),0,17:00,2,4,0.5,0,0,,1,1,1.0,1,1,2,0,0,0,1,1,5,2.6,
5,5,1983-11-05,23-083,SAS,@,UTA,L (-6),0,12:00,1,3,0.333,0,0,,2,2,1.0,2,4,6,0,1,0,0,2,4,5.1,
6,6,1983-11-06,23-084,SAS,,SEA,W (+17),0,22:00,2,3,0.667,0,0,,0,0,,2,5,7,3,0,1,1,4,4,5.8,
7,7,1983-11-09,23-087,SAS,,UTA,W (+6),0,18:00,2,3,0.667,0,0,,0,0,,0,3,3,0,1,0,3,2,4,0.8,
8,8,1983-11-12,23-090,SAS,,DEN,W (+19),0,2:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,
9,9,1983-11-17,23-095,SAS,,KCK,L (-1),0,9:00,2,4,0.5,0,0,,0,2,0.0,2,0,2,0,0,0,0,1,4,2.2,
10,10,1983-11-19,23-097,SAS,,NJN,W (+9),0,8:00,2,3,0.667,0,0,,4,4,1.0,1,0,1,1,0,0,2,2,8,5.3,
11,11,1983-11-22,23-100,SAS,@,DAL,L (-1),0,14:00,0,1,0.0,0,0,,2,2,1.0,0,1,1,0,0,0,0,3,2,0.4,
12,12,1983-11-23,23-101,SAS,,PHI,L (-8),0,17:00,1,3,0.333,0,0,,3,4,0.75,0,4,4,2,0,0,0,2,5,4.7,
13,13,1983-11-25,23-103,SAS,,SDC,W (+13),0,19:00,4,5,0.8,0,0,,3,4,0.75,1,2,3,1,2,0,1,3,11,10.5,
14,14,1983-11-27,23-105,SAS,@,CLE,L (-8),0,21:00,3,3,1.0,0,0,,2,4,0.5,1,2,3,0,0,0,1,2,8,5.8,
15,15,1983-11-29,23-107,SAS,@,NYK,L (-12),0,20:00,2,3,0.667,0,0,,0,0,,1,1,2,1,0,1,3,4,4,0.5,
16,16,1983-11-30,23-108,SAS,@,BOS,L (-24),0,25:00,2,7,0.286,0,0,,0,0,,0,5,5,2,2,0,4,2,4,0.0,
17,17,1983-12-02,23-110,SAS,,CHI,W (+29),0,13:00,3,3,1.0,0,0,,0,0,,1,3,4,1,0,2,1,2,6,7.0,
18,18,1983-12-04,23-112,SAS,,PHO,L (-16),0,11:00,0,1,0.0,0,0,,1,2,0.5,0,2,2,1,0,0,0,1,1,0.8,
19,19,1983-12-06,23-114,SAS,@,POR,L (-12),0,16:00,2,3,0.667,0,0,,4,4,1.0,0,1,1,1,0,1,2,4,8,4.8,
20,20,1983-12-07,23-115,SAS,@,SDC,L (-4),0,6:00,1,2,0.5,0,0,,0,0,,0,1,1,0,1,0,0,1,2,1.9,
21,21,1983-12-09,23-117,SAS,@,UTA,W (+9),0,12:00,2,4,0.5,0,0,,4,4,1.0,4,3,7,1,0,1,1,5,8,8.1,
22,22,1983-12-10,23-118,SAS,,WSB,W (+23),0,27:00,3,4,0.75,0,0,,2,2,1.0,1,3,4,2,1,1,1,2,8,9.3,
23,23,1983-12-14,23-122,SAS,,SDC,W (+15),0,19:00,3,3,1.0,0,0,,4,4,1.0,1,1,2,1,1,0,3,4,10,7.2,
24,24,1983-12-16,23-124,SAS,,IND,W (+28),0,29:00,6,12,0.5,0,0,,2,2,1.0,1,2,3,2,1,2,3,4,14,8.5,
25,25,1983-12-17,23-125,SAS,@,ATL,L (-5),0,12:00,0,3,0.0,0,0,,1,2,0.5,1,0,1,0,1,0,0,2,1,-0.6,
26,26,1983-12-20,23-128,SAS,@,WSB,L (-2),0,15:00,0,1,0.0,0,0,,0,0,,1,0,1,1,0,0,0,0,0,0.7,
27,27,1983-12-21,23-129,SAS,@,PHI,L (-1),0,18:00,3,3,1.0,0,0,,1,1,1.0,2,3,5,1,1,0,1,5,7,7.1,
28,28,1983-12-23,23-131,SAS,@,KCK,L (-4),0,5:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,3,0,-2.2,
29,29,1983-12-27,23-135,SAS,,BOS,L (-15),0,11:00,2,5,0.4,0,0,,3,3,1.0,2,1,3,0,0,0,3,2,7,2.2,
30,30,1983-12-29,23-137,SAS,,KCK,W (+11),0,18:00,2,3,0.667,0,0,,4,4,1.0,0,3,3,5,1,2,1,4,8,10.9,
31,31,1984-01-03,23-142,SAS,,UTA,W (+13),0,30:00,7,10,0.7,0,0,,0,0,,5,5,10,3,6,3,3,3,14,20.8,
32,32,1984-01-06,23-145,SAS,@,LAL,W (+7),0,28:00,2,6,0.333,0,0,,0,1,0.0,5,2,7,0,1,1,3,2,4,2.2,
33,33,1984-01-07,23-146,SAS,@,GSW,L (-21),0,29:00,5,9,0.556,0,0,,7,8,0.875,6,0,6,4,0,0,3,5,17,14.3,
34,34,1984-01-10,23-149,SAS,@,POR,L (-13),0,22:00,5,8,0.625,0,0,,0,0,,0,0,0,0,2,1,1,4,10,6.5,
35,35,1984-01-11,23-150,SAS,@,DEN,L (-8),1,25:00,4,7,0.571,0,0,,0,0,,0,6,6,0,0,0,1,6,8,3.1,
36,36,1984-01-13,23-152,SAS,,HOU,W (+30),0,15:00,1,1,1.0,0,0,,8,8,1.0,2,3,5,0,0,2,1,4,10,10.8,
37,37,1984-01-15,23-154,SAS,,POR,W (+15),0,17:00,2,3,0.667,0,0,,2,2,1.0,2,6,8,1,0,1,3,3,6,5.1,
38,38,1984-01-18,23-157,SAS,,DEN,W (+21),0,16:00,1,1,1.0,0,0,,5,6,0.833,0,3,3,1,0,1,1,4,7,6.0,
39,39,1984-01-20,23-159,SAS,@,HOU,L (-34),0,15:00,0,1,0.0,0,1,0.0,0,0,,0,2,2,2,0,0,5,1,0,-4.1,
40,40,1984-01-21,23-160,SAS,,LAL,W (+5),0,11:00,2,7,0.286,0,0,,1,1,1.0,1,1,2,0,0,0,2,2,5,-0.9,
41,41,1984-01-24,23-163,SAS,,SEA,W (+8),0,13:00,0,2,0.0,0,1,0.0,0,0,,1,1,2,1,0,0,0,4,0,-1.3,
42,42,1984-01-31,23-170,SAS,,NYK,L (-4),0,15:00,1,2,0.5,0,0,,2,2,1.0,0,2,2,1,0,0,1,3,4,2.1,
43,43,1984-02-02,23-172,SAS,@,GSW,L (-10),0,8:00,1,2,0.5,0,0,,0,0,,1,1,2,0,1,0,1,3,2,0.8,
44,44,1984-02-03,23-173,SAS,@,SEA,L (-15),0,12:00,6,6,1.0,0,0,,0,0,,1,2,3,0,0,0,1,2,12,9.7,
45,45,1984-02-05,23-175,SAS,,LAL,L (-12),0,12:00,2,6,0.333,0,0,,0,0,,1,0,1,0,1,0,0,1,4,1.9,
46,46,1984-02-07,23-177,SAS,@,PHO,L (-7),0,5:00,1,1,1.0,0,0,,0,0,,0,0,0,2,0,0,0,2,2,2.3,
47,47,1984-02-08,23-178,SAS,,KCK,L (-8),0,16:00,2,3,0.667,0,0,,0,0,,0,5,5,2,2,0,1,2,4,5.8,
48,48,1984-02-10,23-180,SAS,@,MIL,W (+5),1,41:00,5,11,0.455,0,0,,4,5,0.8,2,3,5,6,0,1,2,4,14,11.5,
49,49,1984-02-11,23-181,SAS,@,DET,W (+7),1,31:00,6,12,0.5,0,0,,0,0,,3,4,7,1,0,1,2,2,12,7.9,
