Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
18,,2013-11-30,20-076,ATL,@,WAS,L (-7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
19,,2013-12-02,20-078,ATL,@,SAS,L (-2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
20,,2013-12-04,20-080,ATL,,LAC,W (+10),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
21,,2013-12-06,20-082,ATL,,CLE,W (+19),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
22,,2013-12-10,20-086,ATL,,OKC,L (-9),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,2013-12-13,20-089,ATL,,WAS,W (+2),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
24,,2013-12-14,20-090,ATL,@,NYK,L (-5),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
25,,2013-12-16,20-092,ATL,,LAL,W (+14),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
26,,2013-12-18,20-094,ATL,,SAC,W (+17),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
27,12,2013-12-20,20-096,ATL,,UTA,W (+33),0,8:04,1,3,.333,0,0,,0,0,,0,0,0,3,0,0,1,1,2,1.0,+6
28,,2013-12-23,20-099,ATL,@,MIA,L (-2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
29,13,2013-12-26,20-102,ATL,@,CLE,W (+2),0,0:05,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0,-2
30,,2013-12-28,20-104,ATL,,CHA,W (+2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
31,14,2013-12-29,20-105,ATL,@,ORL,L (-7),0,13:08,2,3,.667,0,1,.000,2,3,.667,0,2,2,1,0,0,0,3,6,4.4,-3
32,15,2013-12-31,20-107,ATL,@,BOS,W (+1),0,6:01,0,0,,0,0,,0,0,,0,0,0,0,1,0,2,0,0,-1.0,-12
33,,2014-01-03,20-110,ATL,,GSW,L (-1),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
34,,2014-01-04,20-111,ATL,@,CHI,L (-7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
35,,2014-01-06,20-113,ATL,@,BRK,L (-5),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
36,,2014-01-08,20-115,ATL,,IND,W (+10),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
37,,2014-01-10,20-117,ATL,,HOU,W (+3),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
38,,2014-01-12,20-119,ATL,@,MEM,L (-7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
39,16,2014-01-16,20-123,ATL,,BRK,L (-17),0,19:03,4,7,.571,0,0,,0,0,,0,1,1,2,2,0,3,0,8,5.4,+1
40,,2014-01-20,20-127,ATL,,MIA,W (+7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
41,,2014-01-22,20-129,ATL,@,ORL,W (+3),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
42,17,2014-01-24,20-131,ATL,,SAS,L (-26),0,23:03,1,4,.250,0,0,,2,2,1.000,0,2,2,2,1,0,2,1,4,2.2,-10
43,18,2014-01-25,20-132,ATL,@,MIL,W (+25),0,17:38,1,6,.167,0,1,.000,2,2,1.000,0,1,1,2,1,0,2,1,4,0.5,-5
44,19,2014-01-27,20-134,ATL,@,OKC,L (-2),0,13:14,4,6,.667,2,2,1.000,0,0,,0,0,0,1,0,0,0,0,10,8.1,-1
45,20,2014-01-31,20-138,ATL,@,PHI,W (+26),0,16:54,3,5,.600,0,0,,3,3,1.000,0,0,0,1,0,0,1,1,9,6.0,-4
46,21,2014-02-01,20-139,ATL,,MIN,W (+7),0,6:09,0,0,,0,0,,0,0,,0,2,2,2,0,0,0,0,0,2.0,-1
47,22,2014-02-04,20-142,ATL,,IND,L (-4),0,9:43,2,3,.667,0,0,,0,0,,0,1,1,2,0,0,2,1,4,2.0,+8
48,,2014-02-05,20-143,ATL,@,NOP,L (-5),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
49,,2014-02-08,20-146,ATL,,MEM,L (-3),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
50,,2014-02-11,20-149,ATL,@,CHI,L (-15),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
51,23,2014-02-12,20-150,ATL,@,TOR,L (-21),0,20:24,0,5,.000,0,1,.000,1,2,.500,0,6,6,2,0,0,0,2,1,-0.5,-12
52,24,2014-02-18,20-156,ATL,@,IND,L (-10),0,8:19,0,2,.000,0,1,.000,2,2,1.000,0,3,3,1,0,0,2,0,2,0.2,+3
53,25,2014-02-19,20-157,ATL,,WAS,L (-17),0,11:24,1,2,.500,0,0,,0,0,,0,1,1,1,0,0,1,1,2,0.6,-1
54,,2014-02-21,20-159,ATL,@,DET,L (-8),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
55,26,2014-02-22,20-160,ATL,,NYK,W (+9),0,6:29,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-1
56,,2014-02-25,20-163,ATL,,CHI,L (-4),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
57,27,2014-02-26,20-164,ATL,@,BOS,L (-11),0,17:18,2,3,.667,0,0,,0,0,,0,3,3,1,1,0,2,2,4,2.5,-14
58,28,2014-03-02,20-168,ATL,@,PHO,L (-9),0,1:50,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0,-4
59,29,2014-03-05,20-171,ATL,@,POR,L (-24),0,23:03,2,7,.286,0,2,.000,1,3,.333,0,2,2,3,0,0,1,1,5,1.4,-11
60,30,2014-03-07,20-173,ATL,@,GSW,L (-14),0,19:17,3,8,.375,1,3,.333,0,0,,0,3,3,4,0,0,0,2,7,5.5,-6
61,31,2014-03-08,20-174,ATL,@,LAC,L (-1),0,13:28,2,2,1.000,0,0,,0,0,,0,1,1,2,0,0,1,1,4,3.7,-3
62,32,2014-03-10,20-176,ATL,@,UTA,W (+2),0,13:44,2,5,.400,0,0,,0,0,,0,1,1,3,0,0,0,0,4,3.7,-7
63,33,2014-03-13,20-179,ATL,,MIL,W (+5),0,15:05,4,6,.667,0,0,,0,0,,1,0,1,5,0,0,0,1,8,9.2,+4
64,34,2014-03-15,20-181,ATL,,DEN,W (+5),0,11:32,2,7,.286,1,1,1.000,0,2,.000,0,0,0,1,1,0,3,0,5,-1.2,-20
65,35,2014-03-17,20-183,ATL,@,CHA,W (+14),0,13:01,2,3,.667,1,2,.500,1,1,1.000,1,2,3,0,0,0,0,3,6,4.8,0
66,36,2014-03-18,20-184,ATL,,TOR,W (+5),0,12:48,2,6,.333,1,3,.333,0,0,,0,1,1,3,1,0,0,1,5,4.6,+4
67,37,2014-03-21,20-187,ATL,,NOP,L (-6),0,12:16,2,5,.400,0,1,.000,0,0,,2,2,4,3,1,0,2,3,4,3.2,-9
68,38,2014-03-23,20-189,ATL,@,TOR,L (-10),0,12:24,2,6,.333,1,2,.500,1,1,1.000,0,1,1,2,0,0,0,2,6,3.5,-8
69,39,2014-03-24,20-190,ATL,,PHO,L (-7),0,10:03,0,0,,0,0,,0,0,,0,0,0,1,0,0,2,0,0,-1.3,+5
70,40,2014-03-26,20-192,ATL,@,MIN,L (-24),0,10:43,1,2,.500,0,1,.000,0,0,,0,0,0,1,0,0,3,0,2,-1.3,-8
71,41,2014-03-27,20-193,ATL,,POR,L (-15),0,10:52,0,2,.000,0,1,.000,0,0,,0,0,0,0,0,0,1,2,0,-3.2,-5
72,42,2014-03-29,20-195,ATL,@,WAS,L (-4),0,14:42,2,5,.400,1,2,.500,3,6,.500,0,1,1,1,1,0,2,2,8,3.3,-18
73,43,2014-03-31,20-197,ATL,,PHI,W (+8),0,14:34,2,5,.400,0,0,,0,0,,0,1,1,2,2,0,1,0,4,4.0,-7
74,44,2014-04-02,20-199,ATL,,CHI,L (-13),0,12:56,2,5,.400,0,1,.000,1,2,.500,0,1,1,0,0,0,1,3,5,0.0,-14
75,45,2014-04-04,20-201,ATL,,CLE,W (+19),0,11:36,1,5,.200,0,2,.000,0,0,,0,1,1,0,0,0,2,1,2,-3.2,+8
76,,2014-04-06,20-203,ATL,@,IND,W (+19),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
77,46,2014-04-08,20-205,ATL,,DET,L (-7),0,6:53,1,3,.333,0,1,.000,0,0,,0,0,0,1,0,0,0,0,2,1.0,0
78,,2014-04-09,20-206,ATL,,BOS,W (+8),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
79,47,2014-04-11,20-208,ATL,@,BRK,W (+5),0,12:25,1,4,.250,0,1,.000,0,0,,0,2,2,4,0,0,0,0,2,3.0,-6
80,,2014-04-12,20-209,ATL,,MIA,W (+13),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
81,48,2014-04-14,20-211,ATL,,CHA,L (-2),0,23:41,1,4,.250,1,3,.333,0,0,,0,2,2,6,1,0,3,3,3,2.2,-12
82,49,2014-04-16,20-213,ATL,@,MIL,W (+8),0,14:16,1,4,.250,0,1,.000,2,2,1.000,0,1,1,3,0,0,1,1,4,2.6,+9
1,1,2014-10-29,21-044,ATL,@,TOR,L (-7),0,3:37,0,0,,0,0,,1,2,.500,0,1,1,0,0,0,0,3,1,-0.3,-6
2,,2014-11-01,21-047,ATL,,IND,W (+10),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
3,2,2014-11-05,21-051,ATL,@,SAS,L (-2),0,8:11,4,6,.667,1,3,.333,0,0,,1,1,2,1,0,0,0,1,9,7.7,+4
4,3,2014-11-07,21-053,ATL,@,CHO,L (-3),0,13:52,3,4,.750,0,0,,4,4,1.000,0,1,1,1,2,0,0,1,10,11.0,-11
5,4,2014-11-08,21-054,ATL,,NYK,W (+7),0,20:22,4,5,.800,0,0,,3,4,.750,0,1,1,2,5,0,1,1,11,14.0,+4
6,5,2014-11-10,21-056,ATL,@,NYK,W (+6),0,27:55,4,8,.500,0,1,.000,6,6,1.000,1,3,4,4,1,0,4,0,14,11.4,+12
7,6,2014-11-12,21-058,ATL,,UTA,W (+3),0,18:07,2,4,.500,0,0,,1,2,.500,0,0,0,3,0,0,3,0,5,1.7,-10
8,7,2014-11-14,21-060,ATL,,MIA,W (+11),0,25:09,4,10,.400,0,3,.000,2,2,1.000,0,2,2,6,2,0,0,0,10,11.4,+4
9,8,2014-11-15,21-061,ATL,@,CLE,L (-33),0,14:49,2,5,.400,0,2,.000,2,2,1.000,0,3,3,4,0,0,2,1,6,4.6,-23
10,9,2014-11-18,21-064,ATL,,LAL,L (-5),0,17:24,2,3,.667,0,0,,1,2,.500,0,3,3,4,0,0,3,0,5,4.0,-1
11,10,2014-11-21,21-067,ATL,,DET,W (+10),0,14:08,3,9,.333,0,2,.000,0,0,,0,1,1,2,0,0,2,0,6,0.6,-16
12,11,2014-11-25,21-071,ATL,@,WAS,W (+4),0,16:48,2,6,.333,0,3,.000,0,0,,1,0,1,3,2,0,1,0,4,4.4,+8
13,12,2014-11-26,21-072,ATL,,TOR,L (-11),0,15:55,5,6,.833,1,1,1.000,2,2,1.000,0,1,1,6,0,0,0,5,13,13.3,-12
14,13,2014-11-28,21-074,ATL,,NOP,W (+9),0,17:11,5,9,.556,0,1,.000,1,2,.500,0,2,2,2,0,0,3,3,11,4.1,-3
15,14,2014-11-29,21-075,ATL,,CHO,W (+30),0,17:01,4,8,.500,2,2,1.000,2,2,1.000,0,1,1,1,0,0,0,1,12,8.6,+10
16,15,2014-12-02,21-078,ATL,,BOS,W (+4),0,22:48,6,12,.500,0,2,.000,3,5,.600,0,3,3,4,0,0,3,1,15,8.5,+4
17,16,2014-12-03,21-079,ATL,@,MIA,W (+10),0,22:26,6,9,.667,2,3,.667,2,2,1.000,0,1,1,3,1,0,1,1,16,14.1,+9
18,17,2014-12-05,21-081,ATL,@,BRK,W (+23),0,17:44,5,9,.556,1,2,.500,2,3,.667,0,1,1,5,4,0,0,2,13,15.3,+20
19,18,2014-12-07,21-083,ATL,,DEN,W (+12),0,17:55,2,7,.286,1,1,1.000,2,2,1.000,1,2,3,3,1,0,2,1,7,4.9,+7
20,19,2014-12-08,21-084,ATL,@,IND,W (+16),0,13:37,3,4,.750,0,0,,0,0,,1,2,3,1,0,0,4,3,6,1.2,0
21,20,2014-12-10,21-086,ATL,,PHI,W (+16),0,20:55,2,9,.222,0,2,.000,1,2,.500,0,4,4,3,4,0,0,1,5,6.0,+11
22,21,2014-12-12,21-088,ATL,,ORL,W (+6),0,18:33,1,7,.143,0,1,.000,3,4,.750,0,4,4,5,2,0,2,1,5,4.4,+12
23,22,2014-12-13,21-089,ATL,@,ORL,L (-1),0,18:10,4,13,.308,0,3,.000,2,2,1.000,1,3,4,3,0,0,3,2,10,2.4,0
24,23,2014-12-15,21-091,ATL,,CHI,W (+7),0,13:19,2,6,.333,0,1,.000,0,0,,0,1,1,2,0,0,0,1,4,1.9,-7
25,24,2014-12-17,21-093,ATL,@,CLE,W (+29),1,22:06,4,6,.667,0,1,.000,2,2,1.000,0,2,2,10,0,0,1,1,10,13.6,+4
26,25,2014-12-20,21-096,ATL,@,HOU,W (+7),1,30:26,3,9,.333,0,1,.000,2,2,1.000,0,6,6,6,0,0,4,4,8,3.3,+1
27,26,2014-12-22,21-098,ATL,@,DAL,W (+3),1,31:24,9,15,.600,0,1,.000,4,8,.500,1,2,3,6,1,0,5,4,22,13.4,+10
28,27,2014-12-23,21-099,ATL,,LAC,W (+3),1,23:51,2,8,.250,0,0,,1,2,.500,0,2,2,4,1,0,4,3,5,-1.0,-18
29,28,2014-12-26,21-102,ATL,,MIL,L (-30),0,19:28,1,9,.111,0,3,.000,1,2,.500,0,1,1,2,0,0,3,4,3,-6.2,-21
30,29,2014-12-27,21-103,ATL,@,MIL,W (+5),0,6:28,0,3,.000,0,1,.000,0,0,,1,0,1,0,0,0,1,0,0,-2.4,-4
31,30,2014-12-30,21-106,ATL,,CLE,W (+8),0,15:20,5,7,.714,0,0,,1,1,1.000,0,2,2,3,1,0,4,1,11,7.4,+2
32,31,2015-01-02,21-109,ATL,@,UTA,W (+6),0,12:19,0,2,.000,0,0,,0,0,,1,1,2,2,0,0,1,2,0,-0.8,-18
33,32,2015-01-03,21-110,ATL,@,POR,W (+8),0,12:44,2,5,.400,0,0,,1,1,1.000,0,0,0,2,1,0,2,0,5,2.7,-2
34,33,2015-01-05,21-112,ATL,@,LAC,W (+9),0,15:34,3,9,.333,1,3,.333,0,0,,1,1,2,2,2,0,1,3,7,4.1,-4
35,34,2015-01-07,21-114,ATL,,MEM,W (+10),0,13:45,1,4,.250,0,1,.000,2,4,.500,1,0,1,2,3,0,3,1,4,2.5,+1
36,35,2015-01-09,21-116,ATL,@,DET,W (+3),0,13:16,3,5,.600,0,1,.000,2,2,1.000,0,1,1,2,0,0,1,3,8,5.2,+4
37,36,2015-01-11,21-118,ATL,,WAS,W (+31),0,20:15,4,14,.286,2,3,.667,0,0,,0,3,3,4,1,0,2,2,10,3.7,+18
38,37,2015-01-13,21-120,ATL,@,PHI,W (+18),1,25:16,5,10,.500,2,3,.667,1,2,.500,0,1,1,6,1,0,4,2,13,8.3,+19
39,38,2015-01-14,21-121,ATL,@,BOS,W (+14),0,16:25,2,6,.333,0,2,.000,0,0,,0,1,1,2,0,0,1,0,4,1.3,-12
40,39,2015-01-16,21-123,ATL,@,TOR,W (+21),0,18:19,4,6,.667,0,0,,1,1,1.000,0,0,0,4,0,0,1,0,9,8.2,-1
41,,2015-01-17,21-124,ATL,@,CHI,W (+8),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
42,40,2015-01-19,21-126,ATL,,DET,W (+11),0,17:48,1,5,.200,0,0,,2,2,1.000,0,3,3,6,0,0,0,1,4,5.6,-2
43,41,2015-01-21,21-128,ATL,,IND,W (+19),0,15:37,2,4,.500,1,1,1.000,0,0,,0,3,3,4,0,1,1,2,5,5.6,-1
44,42,2015-01-23,21-130,ATL,,OKC,W (+10),0,17:53,4,11,.364,1,5,.200,4,4,1.000,0,4,4,5,0,0,1,1,13,10.2,+5
45,43,2015-01-25,21-132,ATL,,MIN,W (+12),0,16:24,5,9,.556,0,1,.000,1,1,1.000,0,0,0,4,0,0,0,1,11,9.1,+10
46,44,2015-01-28,21-135,ATL,,BRK,W (+11),0,17:31,5,8,.625,1,1,1.000,2,2,1.000,0,2,2,2,0,0,2,1,13,9.0,+8
47,45,2015-01-30,21-137,ATL,,POR,W (+6),0,24:16,3,8,.375,0,0,,0,0,,0,0,0,7,2,0,3,3,6,4.3,-2
48,46,2015-01-31,21-138,ATL,,PHI,W (+6),0,27:46,6,11,.545,2,3,.667,1,2,.500,1,4,5,6,1,0,3,3,15,12.2,+7
