,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
0,1,1,2018-10-17,21-259,MIL,@,CHO,W (+1),0,22:04,3,6,0.5,2,4,0.5,0,0,,1,1,2,1,1,0,1,0,8,6.7,-9
1,2,2,2018-10-19,21-261,MIL,,IND,W (+17),0,20:14,2,5,0.4,1,4,0.25,3,4,0.75,0,2,2,0,1,0,4,4,8,0.9,15
2,3,3,2018-10-22,21-264,MIL,,NYK,W (+11),0,19:44,0,3,0.0,0,2,0.0,1,2,0.5,1,2,3,1,0,0,1,3,1,-1.7,-8
3,4,4,2018-10-24,21-266,MIL,,PHI,W (+15),0,19:34,2,4,0.5,1,3,0.333,0,0,,0,6,6,2,0,2,1,1,5,6.2,3
4,5,5,2018-10-26,21-268,MIL,@,MIN,W (+30),0,18:33,4,9,0.444,1,5,0.2,0,0,,2,2,4,5,0,0,0,1,9,9.4,20
5,6,6,2018-10-27,21-269,MIL,,ORL,W (+22),0,17:56,6,9,0.667,1,4,0.25,2,2,1.0,0,3,3,0,0,0,1,1,15,10.6,17
6,7,7,2018-10-29,21-271,MIL,,TOR,W (+15),0,22:47,4,9,0.444,2,5,0.4,2,2,1.0,0,8,8,2,0,0,1,0,12,10.1,7
7,8,8,2018-11-01,21-274,MIL,@,BOS,L (-4),0,24:24,3,6,0.5,1,4,0.25,1,1,1.0,0,5,5,2,0,0,0,2,8,7.1,16
8,9,9,2018-11-04,21-277,MIL,,SAC,W (+35),0,16:33,2,5,0.4,1,4,0.25,0,0,,2,1,3,3,2,0,0,3,5,6.9,15
9,10,10,2018-11-06,21-279,MIL,@,POR,L (-15),0,23:27,2,6,0.333,2,5,0.4,0,0,,0,1,1,0,0,0,1,0,6,1.9,-8
10,11,11,2018-11-08,21-281,MIL,@,GSW,W (+23),0,14:00,2,6,0.333,0,4,0.0,0,0,,1,2,3,3,0,0,0,3,4,2.8,13
11,12,12,2018-11-10,21-283,MIL,@,LAC,L (-2),0,15:04,2,7,0.286,0,3,0.0,0,0,,0,2,2,0,0,0,1,1,4,-0.9,-17
12,13,13,2018-11-11,21-284,MIL,@,DEN,W (+7),0,12:54,1,3,0.333,0,2,0.0,0,0,,0,1,1,2,0,0,0,0,2,2.0,-5
13,14,14,2018-11-14,21-287,MIL,,MEM,L (-3),0,6:24,1,2,0.5,1,2,0.5,0,0,,0,0,0,0,0,0,0,2,3,1.2,-7
14,20,15,2018-11-26,21-299,MIL,@,CHO,L (-3),0,10:51,3,3,1.0,2,2,1.0,0,0,,2,0,2,1,0,0,0,3,8,8.0,11
15,21,16,2018-11-28,21-301,MIL,,CHI,W (+3),0,13:31,0,3,0.0,0,3,0.0,0,0,,1,0,1,1,3,0,0,3,0,1.1,13
16,22,17,2018-12-01,21-304,MIL,@,NYK,L (-2),0,12:53,0,2,0.0,0,1,0.0,0,0,,0,0,0,1,0,0,2,2,0,-3.5,4
17,23,18,2018-12-05,21-308,MIL,,DET,W (+23),0,16:44,1,5,0.2,1,4,0.25,0,0,,0,2,2,1,2,0,2,0,3,1.2,0
18,26,19,2018-12-10,21-313,MIL,,CLE,W (+16),0,13:19,1,4,0.25,1,3,0.333,0,0,,2,2,4,1,0,0,1,2,3,1.5,9
19,28,20,2018-12-14,21-317,MIL,@,CLE,W (+12),0,23:19,3,7,0.429,0,3,0.0,0,0,,1,2,3,0,3,2,0,3,6,6.8,8
20,29,21,2018-12-17,21-320,MIL,@,DET,W (+3),0,7:31,0,3,0.0,0,2,0.0,0,0,,0,1,1,0,0,1,1,0,0,-2.1,-5
21,33,22,2018-12-25,21-328,MIL,@,NYK,W (+14),0,2:42,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-5
22,36,23,2019-01-01,21-335,MIL,,DET,W (+23),0,3:36,0,0,,0,0,,0,0,,0,0,0,1,0,1,1,0,0,0.4,-2
23,65,24,2019-03-07,22-035,MIL,,IND,W (+19),0,8:38,2,4,0.5,1,3,0.333,0,0,,1,1,2,1,0,0,0,0,5,4.7,-5
24,66,25,2019-03-09,22-037,MIL,,CHO,W (+17),0,17:48,4,7,0.571,3,6,0.5,0,1,0.0,1,3,4,1,1,0,0,2,11,9.8,12
25,67,26,2019-03-10,22-038,MIL,@,SAS,L (-7),0,13:26,1,5,0.2,0,4,0.0,0,0,,1,0,1,2,0,0,1,1,2,-0.4,4
26,68,27,2019-03-12,22-040,MIL,@,NOP,W (+17),0,13:19,1,1,1.0,1,1,1.0,0,0,,0,2,2,0,0,0,0,1,3,2.9,11
27,3,1,2019-10-28,22-270,MIL,,CLE,W (+17),0,2:14,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0,-4
